Date,Gold_Price,Silver_Price,Gold_Price_lag_1,Silver_Price_lag_1,Gold_30_day_MA,Silver_30_day_MA,Gold_Silver_Ratio,Gold_volatility_30,Silver_volatility_30
2000-10-11 00:00:00-04:00,270.5,4.869999885559082,272.3999938964844,4.918000221252441,272.92999674479165,4.913100020090739,55.544149149183454,2.3965709560074258,0.043537802273656244
2000-10-12 00:00:00-04:00,276.3999938964844,4.922999858856201,270.5,4.869999885559082,273.013330078125,4.912866687774658,56.144627629687264,2.473686837240026,0.043462800799770204
2000-10-13 00:00:00-04:00,272.3999938964844,4.882999897003174,276.3999938964844,4.922999858856201,272.81666361490886,4.908866691589355,55.78537776821651,2.2645831696719037,0.040287538878613936
2000-10-16 00:00:00-04:00,271.5,4.88100004196167,272.3999938964844,4.882999897003174,272.6333302815755,4.904766686757406,55.623847094023866,2.1330465299509633,0.03633719236346937
2000-10-17 00:00:00-04:00,271.1000061035156,4.8429999351501465,271.5,4.88100004196167,272.47666422526044,4.899600013097127,55.97770178270935,2.0639247272566292,0.033534939726612104
2000-10-18 00:00:00-04:00,270.29998779296875,4.853000164031982,271.1000061035156,4.8429999351501465,272.34666341145834,4.895266691843669,55.69750229894849,2.07443186065572,0.03066271705777863
2000-10-19 00:00:00-04:00,270.1000061035156,4.828000068664551,270.29998779296875,4.853000164031982,272.21666361490884,4.891700029373169,55.94449094078548,2.089396114388552,0.032072277873702044
2000-10-20 00:00:00-04:00,271.20001220703125,4.828000068664551,270.1000061035156,4.828000068664551,272.14666442871095,4.888533369700114,56.17232981565523,2.087026426068642,0.03353200884399291
2000-10-23 00:00:00-04:00,270.1000061035156,4.785999774932861,271.20001220703125,4.828000068664551,272.0466644287109,4.885233354568482,56.4354406195735,2.1115009348747282,0.03840861293138622
2000-10-24 00:00:00-04:00,270.1000061035156,4.798999786376953,270.1000061035156,4.785999774932861,271.9533315022787,4.881566683451335,56.28256264362745,2.1342415768404535,0.041209920639973946
2000-10-25 00:00:00-04:00,266.20001220703125,4.763999938964844,270.1000061035156,4.798999786376953,271.73333231608075,4.877300008138021,55.87741721610372,2.3709920295520996,0.046392781410946576
2000-10-26 00:00:00-04:00,264.8999938964844,4.730999946594238,266.20001220703125,4.763999938964844,271.48333231608075,4.872066672643026,55.992389957049376,2.6742808844282644,0.053460910234243604
2000-10-27 00:00:00-04:00,264.3999938964844,4.745999813079834,264.8999938964844,4.730999946594238,271.2199991861979,4.867999998728434,55.7100725473705,2.964316494431018,0.0582101363282536
2000-10-30 00:00:00-05:00,264.29998779296875,4.748000144958496,264.3999938964844,4.745999813079834,270.98333231608075,4.863733339309692,55.66553911621228,3.221703444580735,0.06216053014672088
2000-10-31 00:00:00-05:00,264.8999938964844,4.754000186920166,264.29998779296875,4.748000144958496,270.7499989827474,4.859433348973592,55.72149421140375,3.401496749662109,0.06517072558283184
2000-11-01 00:00:00-05:00,263.8999938964844,4.77400016784668,264.8999938964844,4.754000186920166,270.5799987792969,4.857566690444946,55.27858915336337,3.6128520359096186,0.0668238678734285
2000-11-02 00:00:00-05:00,264.3999938964844,4.710999965667725,263.8999938964844,4.77400016784668,270.3833323160807,4.852200015385946,56.123964301283756,3.785097905327011,0.07189717089158518
2000-11-03 00:00:00-05:00,264.6000061035156,4.741000175476074,264.3999938964844,4.710999965667725,270.14333292643227,4.846566692988078,55.811009557059435,3.9181011259599754,0.0738076359148374
2000-11-06 00:00:00-05:00,264.5,4.761000156402588,264.6000061035156,4.741000175476074,269.8233327229818,4.8414333661397295,55.555553730511996,3.97541546970477,0.07423806882439966
2000-11-07 00:00:00-05:00,264.29998779296875,4.7210001945495605,264.5,4.761000156402588,269.5033325195312,4.834433364868164,55.98389682298797,4.022051653213391,0.07539307562664778
2000-11-08 00:00:00-05:00,265.0,4.738999843597412,264.29998779296875,4.7210001945495605,269.0566660563151,4.826800028483073,55.91897209239754,3.7336964109118376,0.07295696730575134
2000-11-09 00:00:00-05:00,265.79998779296875,4.749000072479248,265.0,4.738999843597412,268.72999877929686,4.820000028610229,55.96967440225918,3.5664310704035,0.0702453916366469
2000-11-10 00:00:00-05:00,264.5,4.706999778747559,265.79998779296875,4.749000072479248,268.426665242513,4.813600015640259,56.19290682660247,3.5246866728783535,0.07153423724019634
2000-11-13 00:00:00-05:00,264.29998779296875,4.671999931335449,264.5,4.706999778747559,268.1333312988281,4.8058000087738035,56.57105986245616,3.4883405599864648,0.07383225722520044
